created_at,updated_at,games,checksum,url,game,id,features
1520380800,1520380800,,17f4ccd8-ebb7-f71d-1409-fb6c0b2973cd,https://www.igdb.com/game_versions/pure-chess--1/,85585,103,
1520380800,1520380800,,77c37f33-2e2a-8a29-063f-ffe81950cd20,https://www.igdb.com/game_versions/pro-evolution-soccer-2017/,22753,102,
1520380800,1520380800,,92c7e3ee-cf64-a9c3-05f4-e8b980cf4d81,https://www.igdb.com/game_versions/nba-2k16/,11525,101,
1520380800,1520380800,,d6e2107e-6ebe-4416-f579-20915420ca0d,https://www.igdb.com/game_versions/how-to-survive/,7420,100,
1520380800,1520380800,,1e280790-0c18-29ba-db9c-5d6c2c2d781d,https://www.igdb.com/game_versions/ftl-faster-than-light/,3075,99,
1520380800,1520380800,,797a6fc5-37cb-a980-47c6-c1d2e029218e,https://www.igdb.com/game_versions/act-of-war-direct-action/,587,98,
1520380800,1520380800,,2af84a3e-f234-cc06-cae6-72008839ec6e,https://www.igdb.com/game_versions/cadenza-the-kiss-of-death/,88811,97,
1520380800,1520380800,,92519d50-b83b-a6f7-f2af-453923f10d74,https://www.igdb.com/game_versions/kidou-keisatsu-patlabor/,44435,96,
1520380800,1520380800,,376b6776-4c0c-9a70-261e-4bf6a53d3107,https://www.igdb.com/game_versions/empire-deluxe/,70251,95,
1520380800,1520380800,,4c366f2b-9954-dcb6-1080-066a265c1830,https://www.igdb.com/game_versions/art-of-fighting-3-the-path-of-the-warrior/,6566,94,
1520380800,1520380800,,32790761-7d1d-9361-449f-64b3b9959b8a,https://www.igdb.com/game_versions/nba-2k17/,18819,93,
1520380800,1520380800,,8be88839-a75d-8b6a-3dae-a7379247897d,https://www.igdb.com/game_versions/resident-evil-7-biohazard/,19562,92,
1520380800,1520380800,,09685b15-a9f5-fcef-bcc2-c3a4c102570c,https://www.igdb.com/game_versions/q-star-bert-rebooted/,17158,91,
1520380800,1520380800,,531d448c-ac9d-b445-b12a-63a053dfb9b1,https://www.igdb.com/game_versions/sniper-ghost-warrior-3/,10964,90,
1520380800,1520380800,,e618f0a8-81a0-3c1a-0e6e-665219d2efc7,https://www.igdb.com/game_versions/star-wars-battlefront--1/,2113,89,
1516924800,1516924800,"[28552, 53011, 53012, 83886, 83887, 83888, 83889]",e4663e4f-b29b-6142-56b9-d75fb62c1128,https://www.igdb.com/game_versions/far-cry-5/,28552,88,"[496, 497, 498, 499, 500, 501, 502, 503, 504, 505, 506, 507, 508, 509, 510]"
1516752000,1516752000,"[19560, 83778, 83824, 83825]",b153ebcf-5e60-9217-7396-acd8c26b8a40,https://www.igdb.com/game_versions/god-of-war--1/,19560,87,"[472, 473, 474, 475, 476, 479, 482, 483, 484, 485, 486, 487, 488, 489]"
1515888000,1516752000,"[36926, 81289, 81354, 81355]",dd1e214d-6fff-065e-a9fe-40ec4efc973c,https://www.igdb.com/game_versions/monster-hunter-world/,36926,86,"[466, 467, 468, 469, 470, 471, 490, 491, 492, 493, 494]"
1513036800,1513036800,"[15679, 16999, 36609, 76846]",abcd6d55-f483-0e11-0ead-09be11daa4c3,https://www.igdb.com/game_versions/conan-exiles/,16999,85,"[455, 456, 457, 458, 459, 460, 461, 462, 463, 464, 465]"
1512259200,1512259200,"[11186, 41627, 47489, 51540]",841bb317-b38b-c9b0-3b6e-471b9560fe35,https://www.igdb.com/game_versions/gears-of-war-4/,11186,84,"[447, 448, 449, 450, 451, 452, 453, 454]"
1509926400,1509926400,"[23161, 36662]",fd205fe3-8914-3183-4744-ce93329e501f,https://www.igdb.com/game_versions/need-for-speed-payback/,36662,83,"[438, 439, 440, 441, 442, 443, 444, 445, 446]"
1508976000,1508976000,"[75, 21697, 45180]",40136125-7a55-4fb1-0bb2-c6e1ce114df3,https://www.igdb.com/game_versions/mass-effect-3/,75,82,"[428, 429, 430, 431, 432, 433, 434, 435, 436, 437]"
1508976000,1508976000,"[74, 43957]",9ebfd525-4c5a-631b-91e6-73dcd64e3c47,https://www.igdb.com/game_versions/mass-effect-2/,74,81,"[423, 424, 425, 426, 427]"
1508976000,1508976000,"[21063, 28538]",1941a7da-e7e9-49cf-224f-a8809dabfa43,https://www.igdb.com/game_versions/sonic-forces/,21063,80,"[417, 418, 419, 420, 421, 422]"
1508889600,1508889600,"[2151, 74897, 74898, 74899]",dce130a7-e478-bbe7-731f-9f9e0a1ccf17,https://www.igdb.com/game_versions/catherine/,2151,79,"[404, 405, 406, 407, 408, 409, 410, 411, 412, 413, 414, 415, 416]"
1507766400,1508889600,"[19333, 52555, 74318]",09096986-128a-2201-a3af-c667400feb30,https://www.igdb.com/game_versions/absolver/,19333,65,"[399, 400, 401, 402, 403]"
1508803200,1508803200,"[73, 45179]",9d990d94-81e4-854d-6cf3-d6e4bc238f5b,https://www.igdb.com/game_versions/mass-effect/,73,78,"[396, 397, 398]"
1508803200,1508803200,"[14292, 21813, 52617]",f3340a95-23bf-0f51-7320-69384b466278,https://www.igdb.com/game_versions/baldurs-gate-siege-of-dragonspear/,14292,77,"[390, 391, 392, 393, 394, 395]"
1508803200,1508803200,"[6, 5613]",67d0fae3-3d1d-46e1-0319-a39538850192,https://www.igdb.com/game_versions/baldurs-gate-ii-shadows-of-amn/,6,76,"[385, 386, 387, 388, 389]"
1508803200,1508803200,"[11587, 23835]",6cec09e0-b2e9-35bc-41af-e23b9a55d217,https://www.igdb.com/game_versions/absolute-drift/,11587,75,[384]
1508716800,1508716800,"[1164, 19965, 53817, 53818, 74555]",d1b6f864-c759-f7f0-ac6a-bfc9fcd0df32,https://www.igdb.com/game_versions/tomb-raider--2/,1164,74,"[373, 374, 375, 376, 377, 378, 379, 380, 381, 382, 383]"
1508457600,1508457600,"[8173, 21229, 28061, 44544]",0f2788c5-6200-aafd-0da3-b576413c9568,https://www.igdb.com/game_versions/overwatch/,8173,73,"[357, 358, 359, 360, 362, 363, 365, 366, 367, 368, 369, 370, 371]"
1508457600,1508457600,"[437, 35894, 53336]",93242c20-faa5-bd9e-859e-733a970d3ce9,https://www.igdb.com/game_versions/medieval-total-war/,437,72,[356]
1508457600,1508457600,"[289, 37059]",9007bde4-d6b7-9741-395d-83ae362d7e76,https://www.igdb.com/game_versions/age-of-empires/,289,71,[355]
1506902400,1508371200,"[9630, 45130, 54612, 72379]",012aa60e-6d26-f43a-30ff-6bbb1cb99e8f,https://www.igdb.com/game_versions/fallout-4/,9630,47,"[154, 155, 156, 157, 158, 159, 270, 271, 272, 273, 274, 275]"
1508198400,1508198400,"[11567, 51995]",2dd94dbf-0c9c-8b57-47f1-b77c451b69e7,https://www.igdb.com/game_versions/elex/,11567,70,"[347, 348, 349, 350, 351, 352]"
1507939200,1507939200,,0377a1fe-1d36-a248-9b76-c69634e5f050,https://www.igdb.com/game_versions/dead-island/,536,69,
1507939200,1507939200,"[61, 66]",1c81ce33-36d9-7125-4caa-b1c528e4a4a7,https://www.igdb.com/game_versions/monkey-island-2-lechuck-s-revenge/,61,68,[346]
1507939200,1507939200,"[60, 65]",881e34d5-5acc-a925-1f06-1f77db51bfff,https://www.igdb.com/game_versions/the-secret-of-monkey-island/,60,67,[345]
1507852800,1507852800,,c9869616-7a34-43b2-f93a-b66bd7ec628c,https://www.igdb.com/game_versions/wing-commander-prophecy/,935,66,
1507680000,1507680000,"[109, 47398, 59848, 59849]",da453b79-3a84-326f-2f16-90f59de82c17,https://www.igdb.com/game_versions/l-a-noire/,109,64,"[335, 336, 337, 338, 339, 340, 341, 342]"
1507680000,1507680000,"[26766, 27298]",9d3b626d-bfe0-8fd1-f116-7e60dade3a14,https://www.igdb.com/game_versions/xenoblade-chronicles-2/,26766,63,"[332, 333, 334]"
