language,created_at,updated_at,checksum,language_support_type,game,id
15,1688656026,1688673776,ba8587ea-0167-18b0-0786-d7ab7b73975a,2,255688,721966
15,1688656026,1688673776,9e086da4-be19-cae9-4f76-f10acbf83a9c,3,255688,721965
12,1688656026,1688673776,1db86418-3e2f-297c-a9e3-b785909a4dc3,2,255688,721964
12,1688656026,1688673776,531e37d9-e7f2-bbc9-422c-015e22bdb0d9,3,255688,721963
7,1688656026,1688673776,22fbfa0d-33bd-ef35-a64e-a960058548b8,2,255688,721962
7,1688656026,1688673776,fe71d4b2-dd4b-095e-0d84-1be3a5d71dc7,1,255688,721961
7,1688656026,1688673776,7a98c965-391e-15d3-3a75-a34d47511c51,3,255688,721960
8,1688659600,1688673756,99090cd7-08c3-8325-3251-30be4bc26fbe,3,36258,721990
7,1688659729,1688673703,416fbd94-665f-dc80-068b-787da004c0aa,1,175879,721992
7,1688659729,1688673703,1814ad01-f0b4-4238-980e-09ad20b2fcf5,3,175879,721991
20,1688659883,1688673696,d81675c5-288d-31ad-3800-2c0a10b7eb32,2,70828,721995
16,1688659883,1688673696,3337fb88-f8a6-44e4-0669-818d42656c71,2,70828,721994
16,1688659883,1688673696,7f076ce5-1119-3b7a-4b93-d768e95141f0,3,70828,721993
8,1688660012,1688673683,f908ced9-4ace-4f99-9bf3-62af8f9e2162,2,116068,721998
8,1688660012,1688673683,6d7b2ac2-2944-cac1-49da-caf7ae742198,1,116068,721997
8,1688660012,1688673683,98e6a9cb-af1d-ea06-8214-5ea7d518a21a,3,116068,721996
8,1688660447,1688673646,02fe1f81-df44-5d2e-c821-3ffbafca8353,3,14394,722001
16,1688517316,1688673583,45499372-b695-c8ba-698f-684eb5cf3016,1,255620,721556
16,1688517316,1688673583,ee708b9d-4702-b6c6-f8a2-741f18fb0ae1,3,255620,721555
16,1688516583,1688673385,640956b1-896f-cee5-c925-99f8093285dc,3,65352,721554
16,1688515946,1688673292,e72dd192-e2fd-1f4d-0b05-020081897085,1,255619,721553
16,1688515946,1688673292,f8af3bbd-3528-66a1-ef56-047ffa08feb1,3,255619,721552
16,1688514615,1688673018,18c20f33-59bd-7ca9-71ca-88c5f6f28394,3,42012,721551
16,1688513943,1688672925,5331669c-daa9-7e06-c800-8561b2da01dc,1,194757,721550
16,1688513943,1688672925,4ec29e89-8d4f-e782-a4de-cd0d2d072781,3,194757,721549
16,1688531365,1688672687,da744033-de31-394a-687c-d4ad299bcdde,1,255630,721570
16,1688531365,1688672687,726ad3ad-be78-4546-ea23-9e0a04e9abd2,3,255630,721569
16,1688530765,1688672587,f62fc70e-dfae-ea82-d49c-78ad50fdc8bc,1,239262,721568
16,1688530765,1688672587,a8a339bc-7d06-bd5e-a26f-4d5146688a70,3,239262,721567
16,1688529286,1688672326,15fdebd2-f3bc-05c6-d709-f57644844044,3,108771,721563
7,1688511988,1688672207,1016287e-25b8-6d6b-5f6e-212e5665e395,3,193362,721547
17,1688509724,1688672122,1381f57b-325b-b5a8-223d-a6e456c8cf18,3,248654,721544
17,1688509724,1688672122,891f6d2d-a53a-1c01-4693-ad9587870ee4,2,248654,721543
16,1688411005,1688672086,1a7f7114-4554-5b60-f9a9-670e54c624b7,1,194566,721351
7,1688411005,1688672086,c441a447-cab0-d002-9056-d5d1ea36dd89,3,194566,721350
16,1688411005,1688672086,48274d22-11db-2e92-b5d9-e19de5678243,3,194566,721349
7,1688508614,1688672001,8f8a2f36-c472-5193-2b1a-59ecd68f7ca2,3,255615,721542
27,1688387778,1688671572,d24428cf-bdb4-3052-3261-dac29310e22c,3,255529,721335
27,1688387778,1688671572,784f2533-1c81-4f9d-abfe-51ff7794cf8f,2,255529,721334
27,1688387778,1688671572,8e45a506-b9e4-b3b8-6a47-6b7cb60ab170,1,255529,721333
7,1688507276,1688671530,79ac0b9a-bdd6-780d-0e06-5fac0a168fd2,3,181137,721541
7,1688518284,1688670991,8ee5f93d-fbf0-7f18-9960-9dcb36f7e39e,3,49571,721558
16,1688518284,1688670991,defcb685-a529-350e-baed-11d2a8e211c5,3,49571,721557
16,1688518821,1688670862,ce0569b9-21fe-6637-50a4-1805955af877,3,255621,721559
16,1688519554,1688670713,6a3db920-a621-c680-76e3-831ac7bdec80,3,255622,721560
16,1688520464,1688670689,1d53418a-49ba-3c68-473f-fd6c35cb268b,3,49570,721561
16,1688520982,1688670547,dedb8261-e382-595a-b2e8-e2ada970da1c,3,66157,721562
16,1688501031,1688670521,7532d84a-8615-6f73-8161-854d5de78ca3,3,43896,721532
16,1688529867,1688669920,0a892376-8dae-0657-8b86-c9a89e1e3354,3,4139,721565
7,1688529867,1688669920,2def3e64-fe3a-bb7d-e3c2-1058635b70b7,3,4139,721564
28,1688529909,1688669799,06396ba3-44f1-68c3-0f60-92405ccb77e4,2,178264,721566
27,1688498397,1688669635,b902191c-aed1-6483-b1d8-01ea9122211d,3,255606,721528
22,1688498397,1688669635,fd1b518c-9cc7-b031-601a-2c0b6ee7c503,3,255606,721527
21,1688498397,1688669635,33e60dbf-425e-9580-c2f6-217005c6cda6,3,255606,721526
19,1688498397,1688669635,17166900-8d19-3b67-5c83-42b61bdf21e8,3,255606,721525
16,1688498397,1688669635,9d9e7fad-8745-465b-197d-89f58b29a854,3,255606,721524
15,1688498397,1688669635,826e7216-ca05-6583-82ca-f9dbe7f3aa79,3,255606,721523
12,1688498397,1688669635,dd111b1b-3742-0085-a1c3-dbf6cc5c77e6,3,255606,721522
10,1688498397,1688669635,c6fc9e6c-17a4-fad5-6381-d771b0e47f04,3,255606,721521
9,1688498397,1688669635,25b95ed6-0241-4d85-fff3-ad1ee88f4b7c,3,255606,721520
7,1688498397,1688669635,709aa356-47b3-26c5-5fcf-48267594fe6d,3,255606,721519
3,1688498397,1688669635,ec27093a-bf2a-b9b3-e081-7de051feaa83,3,255606,721518
27,1688498397,1688669635,e63addbf-07a0-f0f9-ee36-791cb4fb34b2,2,255606,721517
22,1688498397,1688669635,6fa388d1-d712-f331-d8f4-e69bdc1b8ba4,2,255606,721516
21,1688498397,1688669635,b10941de-7ba8-0fc8-17b2-1e4598d98410,2,255606,721515
19,1688498396,1688669635,15301f07-86e0-a3ea-38ce-10adc4c43d6c,2,255606,721514
16,1688498396,1688669635,a5ff597e-c7e1-3b59-27ec-6285db8349cb,2,255606,721513
15,1688498396,1688669635,1af6f989-19a7-d1f0-ac64-83231eb9d54d,2,255606,721512
12,1688498396,1688669635,8797ab13-b8a0-cbc6-f3bc-ee8a868d99c6,2,255606,721511
10,1688498396,1688669635,9172f28f-03f3-5337-88f7-95cdc6de2837,2,255606,721510
9,1688498396,1688669635,70c72bd7-33e6-8d2f-5489-96c4cde0e253,2,255606,721509
7,1688498396,1688669635,93ecdba6-7410-03da-2cba-04d57b83a628,2,255606,721508
3,1688498396,1688669635,3bf94477-0f33-0cb7-d931-f9d96f121d74,2,255606,721507
27,1688498396,1688669635,a8fd7b10-151e-41eb-1982-d1ba3aadd19c,1,255606,721506
22,1688498396,1688669635,4ee014c3-4840-371c-9644-0aee75b0b24a,1,255606,721505
21,1688498396,1688669635,8eb5d4f6-0728-40d7-3c50-8f03981c3620,1,255606,721504
19,1688498396,1688669635,9230a0aa-e36d-7db3-3513-6ff46b2a588f,1,255606,721503
16,1688498396,1688669635,2085d81d-4fc5-b3a6-0222-b90028cdd819,1,255606,721502
15,1688498396,1688669635,950235cf-2de8-a42d-fe90-fefcb76c8318,1,255606,721501
12,1688498396,1688669635,02af0a44-d576-a6d7-4f03-b33c095e18a6,1,255606,721500
10,1688498396,1688669635,2f59f10f-972c-d36c-fab2-923ceb517c94,1,255606,721499
9,1688498396,1688669635,f22b9eda-59b6-be0d-4045-98771bab3dfd,1,255606,721498
7,1688498396,1688669635,65e2c6ae-a5b1-0e05-9693-6c683690c5c3,1,255606,721497
16,1688532550,1688669129,33eec9d5-23a1-7ba2-9482-45bc6b4cb9f1,3,255632,721572
7,1688532550,1688669129,e88587dd-6a68-e00b-99ce-9ae63934137b,3,255632,721571
7,1688533235,1688669087,16d88880-b767-f848-7ef1-b4764d4644ee,3,255634,721574
16,1688533235,1688669087,c9e1fa34-12a2-14a4-a79b-0fb26dfebbe6,3,255634,721573
7,1688533844,1688669039,7ebb8c49-a91b-8a02-edca-b7bd970ab0f3,3,255635,721576
16,1688533844,1688669039,e98b57a0-d4c2-ffa5-0179-a9285728b8bb,3,255635,721575
7,1688534680,1688668546,8dd31c0e-e54b-723d-43c5-4f8856de88f6,3,255637,721580
7,1688534680,1688668546,687d09ec-73e1-61a8-0008-277f1108613f,2,255637,721579
7,1688534728,1688668407,54261d41-6810-53fe-0c5f-d543e179ac97,3,255638,721583
7,1688534728,1688668407,7e576a15-f9ca-27af-6acf-26de6d4963b2,2,255638,721582
7,1688534728,1688668407,aa467429-4bc8-2cda-1bae-413f84e19dcc,1,255638,721581
10,1688489927,1688668242,f961f2d2-84ad-bb9b-f427-344537b865b3,3,134927,721496
10,1688489927,1688668242,78fb685e-60be-98fb-8e1e-c8575d31dfef,2,134927,721495
9,1688489927,1688668242,7ef276f8-8d5c-e128-5928-1fb32e03458d,3,134927,721494
9,1688489927,1688668242,1c218282-7a29-d9b5-7d2b-417f11db93b8,2,134927,721493
7,1688489927,1688668242,1d229541-d0d5-50f9-9418-307ee00c863c,3,134927,721492
7,1688489927,1688668242,8ef00b3b-6b32-d590-36a2-5d14baea3238,2,134927,721491
21,1688535855,1688668175,b6481185-f743-6ce3-3bd5-5350f1c819c4,1,172472,721585
10,1688540202,1688668038,3c5d967a-db77-b441-2235-2189eaec5bad,3,156736,721601
22,1688540202,1688668038,8dc33857-0b82-9920-8a5f-d8b4f01f86ad,3,156736,721600
10,1688540202,1688668038,ab285690-3b06-4ca0-0eb3-47dade5929e7,2,156736,721599
22,1688540202,1688668038,7145d7f5-6caf-7fbb-803e-2c1c9287a43e,2,156736,721598
20,1688544107,1688667794,b76ad1be-35a5-2c12-4387-0c280f513007,1,174590,721603
2,1688544107,1688667794,289fe842-5991-4646-1dd2-8ec1b3f0f310,1,174590,721602
7,1688548991,1688667494,9173ec25-6d37-a64e-c60a-b7166a4c6d78,2,186897,721604
7,1688484822,1688667406,29b6db86-83f3-8ebd-65cb-28436501aa44,3,255596,721487
16,1688484822,1688667406,936f9b6d-cd97-ff9d-064c-960033fdfd3d,3,255596,721486
7,1688484822,1688667406,722780b4-6e83-0ba0-0d87-6acf5537317f,2,255596,721485
16,1688484822,1688667406,e17ccbab-250f-cc7a-0bf2-165fd4406eff,2,255596,721484
7,1688549098,1688667103,36a7132b-0937-6ef7-8799-8958a0b4849e,3,255644,721605
7,1688479926,1688665572,0b9c12e1-861b-10b7-d11d-d4d800f91a6c,2,235385,721467
2,1688478563,1688665389,782a994d-48a0-e1ed-90ca-cd2e396e0b17,2,196312,721466
7,1688477902,1688665366,293eb029-d8ae-887a-6eb9-d71bd0c9f30e,2,29188,721464
16,1688477902,1688665366,e1fcceb2-5bb2-1c04-1dae-dd9b4474335d,3,29188,721463
17,1688477902,1688665366,b9355a21-2fe4-9f49-a58d-3ab5bd09d1ec,3,29188,721462
3,1688477902,1688665365,477def0a-7368-96ab-228b-bef55f4f53c4,3,29188,721461
2,1688477902,1688665365,a11ad1c3-bc60-387b-d1d6-f9695632823f,3,29188,721460
10,1688477902,1688665365,50b8ea16-c98d-73e0-ec0b-54144b0991b0,3,29188,721459
21,1688477902,1688665365,3bf7dbe1-587c-a581-9c7e-60b1822d9cbe,3,29188,721458
15,1688477902,1688665365,be49dc6d-85ef-b7fa-920a-c3bd1dbdb8ae,3,29188,721457
16,1688477901,1688665365,cf3c31c0-5842-612e-a030-c47493c66e64,2,29188,721456
2,1688477901,1688665365,bd075166-c41e-a630-b2af-24d17bfdfba0,2,29188,721455
3,1688477901,1688665365,e55f8316-9c4f-918c-1d32-065d854ac2ae,2,29188,721454
12,1688477901,1688665365,3debeb67-3699-93e9-2ab9-581fe79a5c09,2,29188,721453
27,1688477901,1688665365,a4495bec-155f-6a9e-71c3-2c992a4e8ac8,2,29188,721452
17,1688477901,1688665365,4f02a79f-1591-2708-bd18-ae254348e49c,2,29188,721451
10,1688477901,1688665365,c649548e-192f-820c-88cb-f436a73c2243,2,29188,721450
21,1688477901,1688665365,f9ebc6f3-d392-b64b-69d9-aac6bb3274ba,2,29188,721449
15,1688477901,1688665365,3e59d8d8-f612-9974-62fc-157cd209f274,2,29188,721448
12,1688477901,1688665365,ac7945ee-90c6-93c9-23c2-b2c90e460faa,3,29188,721447
27,1688477901,1688665365,b1e3bb21-e44f-a5fe-fbca-da9e73c687e6,3,29188,721446
7,1688477901,1688665304,51713905-a628-951b-4dac-0db326d94d76,3,140585,721445
7,1688477901,1688665304,c9d4f020-42ab-3274-1c2b-f095b102854c,2,140585,721444
7,1688476573,1688664924,13fde794-b454-dc3e-c39b-331c653a1d56,3,140113,721442
7,1688476573,1688664924,99f0df63-9cdd-ca2c-94d0-5636af8eefa6,2,140113,721441
7,1688651206,1688664800,c5f4dc15-589e-6850-6878-5af446a945b5,3,248750,721745
2,1688569042,1688664259,0ebb0c15-9dbe-ba76-f1c8-b691f5e40004,3,223277,721639
2,1688569042,1688664259,e126ebf1-62f2-3a2d-2fcf-a6b51b31f74d,2,223277,721638
16,1688569042,1688664259,bcb9202c-5c8c-e86c-f4d6-8e0a0efa73f7,3,223277,721637
16,1688569042,1688664259,c23246fd-adac-92dc-6faf-920ee8f89621,2,223277,721636
17,1688475870,1688664047,8b05520e-1c56-4acd-fb19-1086f5948cdc,3,255584,721440
22,1688475870,1688664047,cb87d50b-6633-adc3-0eae-d73d19abfc13,3,255584,721439
3,1688475870,1688664047,c7734df8-d548-89e6-4d09-ea0aebc6db62,3,255584,721438
2,1688475870,1688664047,2ceaf511-a08d-c7c3-f526-446b185edc96,3,255584,721437
16,1688475870,1688664047,05bd99c5-71a7-77b1-21ea-2937f0636432,3,255584,721436
10,1688475870,1688664047,9a0b8788-3ee5-9c6c-0b6e-da2fa61f9fd2,3,255584,721435
9,1688475870,1688664047,19544df2-bf58-5fbc-d704-9dfccb814a3e,3,255584,721434
12,1688475870,1688664047,e14d9b78-297c-1c04-0c7a-4a87d16b1002,3,255584,721433
7,1688475870,1688664047,380ddd37-e145-dcf0-ce46-9c6b95e9712e,3,255584,721432
17,1688475870,1688664047,3676c7ea-ce85-f5c6-a1ff-ab89592028ca,2,255584,721431
22,1688475870,1688664047,64807a9f-8268-6add-91a2-13d0d29c3213,2,255584,721430
3,1688475870,1688664047,f943d281-47f3-b3b2-db88-349641351da5,2,255584,721429
2,1688475870,1688664047,addebf40-ebad-49bf-26a9-daf4ca092537,2,255584,721428
16,1688475870,1688664047,e275c517-c35d-6f22-6dc1-054ab05c16bf,2,255584,721427
10,1688475870,1688664047,b681ca1f-c027-1d8b-52a5-873ed9d7b80d,2,255584,721426
9,1688475870,1688664047,18470eec-dad4-cff4-06f4-12e875e22f91,2,255584,721425
12,1688475870,1688664047,83d0f0d0-21f8-68c4-8452-1c2d4be1452a,2,255584,721424
7,1688475870,1688664047,2bd7d7c4-a7d3-5e25-2931-6c8ba301a3e9,2,255584,721423
7,1688475870,1688664047,dafacee0-55d9-9b43-2e92-10b1da0c7748,1,255584,721422
3,1688471341,1688663297,017b6ee9-9d97-954b-f6d3-292721cbc007,3,255582,721421
2,1688471341,1688663297,c2e087c3-e6a3-3014-e793-5a28de52da49,3,255582,721420
16,1688471341,1688663297,7f49a0f0-1d0c-fb5f-2577-1971cb76180e,3,255582,721419
7,1688471341,1688663297,51bbdc67-ed55-bbb6-4878-bcbacff48eb5,3,255582,721418
16,1688471341,1688663297,550e04ec-c712-7f93-9e76-529d7218686d,2,255582,721417
7,1688471341,1688663297,1b2eba74-2571-ae09-b79c-3c434ad0893f,2,255582,721416
7,1688470198,1688663138,3d5f4686-c6b4-eb08-d437-30fa48d37b0a,3,220206,721415
7,1688575443,1688663128,e84e7c01-8b08-7c4b-4322-83ff4756d2aa,1,248558,721651
7,1688469943,1688662820,dff21146-4c07-cee1-d2a7-ef465cb7deae,3,174853,721414
7,1688465218,1688662439,58b92bc4-a56e-1e3b-8527-642f2cea3827,3,255580,721413
7,1688465218,1688662439,952f3057-11f1-744f-a05d-36aa2182deab,2,255580,721412
12,1688463130,1688662428,a4e0ffa9-be91-16ca-c3cf-dccd99f26320,3,255578,721408
7,1688463130,1688662428,208bf247-3fee-c44f-b9bf-e040c3926616,3,255578,721407
12,1688463130,1688662428,d004b279-db3c-a3dc-dfc6-5345a24f5912,2,255578,721406
7,1688463130,1688662428,f5643f18-3497-366c-4027-d8b509de51b2,2,255578,721405
7,1688464377,1688662310,521d0270-3acd-030e-ae7a-549faed86113,3,212295,721411
7,1688464377,1688662310,1356145b-8b38-ff58-6c86-9789c8a43bb0,2,212295,721410
7,1688583397,1688662240,148d1072-7cea-bdde-f9bc-30a27430d15e,3,255664,721658
21,1688598243,1688661843,773c8a33-6156-95ac-a79a-22a9fe4e0ea1,1,255668,721711
21,1688598243,1688661843,09335693-fbd3-7734-5b37-a67edb80ea07,3,255668,721710
7,1688661760,1688661830,e9625ffe-7874-73b2-f970-4c893475324e,1,255576,722006
7,1688661760,1688661830,18082613-5d19-187e-34ac-2bfac822e26c,3,255576,722005
7,1688600147,1688661798,3a6bd772-acf6-5488-605e-d8cbaa6aadba,3,255669,721712
7,1688605860,1688661638,68e8fd0f-0ac9-f757-9972-868bf94a87cb,1,255671,721716
7,1688605860,1688661638,7f4e6203-28e3-295a-a7a5-a1a38cd228d5,3,255671,721715
7,1688605860,1688661638,92ef5ac8-13a9-fd68-73ff-af73cbb67706,2,255671,721714
7,1688456071,1688661175,82c95c32-7855-46e6-8545-adbda95cf174,3,255574,721402
22,1688456071,1688661175,49b78326-817c-8873-239d-a5fe8d6eaf44,3,255574,721401
22,1688456071,1688661175,0c6a6167-9b16-8c01-96ed-0ebbf0b10297,2,255574,721400
22,1688456071,1688661175,7d9cfe34-19b7-84f2-373a-21e3cb02f74b,1,255574,721399
16,1688630643,1688658796,7f87d4ca-d1c9-90ca-e653-84a546974a62,3,192094,721720
16,1688630643,1688658796,c1098045-eaf8-2806-904f-cc28ba7825e4,2,192094,721719
16,1688630643,1688658796,bae301db-8264-cebb-3d05-723a366eabbf,1,192094,721718
7,1688431922,1688658502,d6b1ae74-abef-c0dc-7e50-ff31463babe9,3,255561,721394
7,1688431922,1688658502,c42a78c1-ffde-610e-3436-bef6dadb8801,2,255561,721393
7,1688431922,1688658502,9dafb1ea-0043-f4e0-cde5-f98d59a36aba,1,255561,721392
7,1688431521,1688658426,e81fc9d0-da1d-db02-2640-4d82cd2317aa,3,130894,721391
7,1688431521,1688658426,13a09b49-acf3-deaf-1b17-720e1b14f012,2,130894,721390
9,1688430408,1688657773,62d7e310-8b46-bde6-a37d-59bcd6e8a63b,3,255557,721389
9,1688430408,1688657773,a5011414-aef2-62c1-f282-fd9cba89466f,2,255557,721388
7,1688427160,1688657308,db8cbc76-36db-a0ad-60b2-2204cad2b4dc,3,255554,721384
7,1688427160,1688657308,0840589b-950b-9cf2-f545-204a3fbb1e53,2,255554,721383
7,1688647074,1688656667,2b375f37-43d1-5bc8-aa4e-742bc824abab,3,255686,721743
7,1688647074,1688656667,6f28fdb2-4598-da53-ae30-01e220f599fb,2,255686,721742
